source_system,source_order_id,customer_mobile,customer_email,customer_name,order_date,amount_inr,items_count,category,store_id
ecommerce,ECO-0000415,7846835275,tara.gupta889@outlook.com,Tara Gupta,2026-06-04 12:00:00,227.6,1,Espresso,online
loyalty,LOY-0000416,7619741372,riya.sen1364@hotmail.com,Riya Sen,2026-01-24 06:00:00,338.19,1,Sandwich,online
pos,POS-0000417,8001924015,adityamehta1274@yahoo.com,Aditya Mehta,2026-06-07 16:00:00,1972.9,3,Coffee Beans 250g,PUN-01
ecommerce,ECO-0000418,8987629003,faisal_subramanian1343@yahoo.com,Faisal Subramanian,2026-02-15 07:00:00,2911.3,1,Bulk Order,online
pos,POS-0000419,7572761906,karthikyadav875@gmail.com,Karthik Yadav,2026-04-12 18:00:00,3212.8,1,Bulk Order,PUN-01
loyalty,LOY-0000420,8421840697,ashokdas1456@rediffmail.com,Ashok Das,2026-06-06 16:00:00,2064.85,1,Bulk Order,online
pos,POS-0000421,8396286439,maheshbhat1309@hotmail.com,Mahesh Bhat,2025-11-30 12:00:00,2029.26,1,Bulk Order,CHE-01
pos,POS-0000422,7767504995,sapna.naidu881@hotmail.com,Sapna Naidu,2026-03-14 20:00:00,495.23,1,Merchandise,DEL-02
ecommerce,ECO-0000423,7653652325,ayesha.naidu1399@rediffmail.com,Ayesha Naidu,2026-05-25 02:00:00,480.92,1,Merchandise,online
pos,POS-0000424,7797879207,saurabh_sen1123@yahoo.com,Saurabh Sen,2025-11-11 20:00:00,797.56,1,Coffee Beans 250g,HYD-01
pos,POS-0000425,9841559797,rashmi.yadav1119@hotmail.com,Rashmi Yadav,2026-05-04 21:00:00,516.1,1,Coffee Beans 250g,MUM-02
loyalty,LOY-0000426,8969590831,geetadesai1258@outlook.com,Geeta Desai,2026-05-06 14:00:00,924.42,1,Merchandise,online
ecommerce,ECO-0000427,8842268623,ananyahussain1019@rediffmail.com,Ananya Hussain,2026-03-26 00:00:00,337.16,1,Espresso,online
loyalty,LOY-0000428,7876484540,manishpillai839@outlook.com,Manish Pillai,2026-06-03 23:00:00,313.27,1,Cold Brew,online
loyalty,LOY-0000429,9288677429,priyasheikh115@yahoo.com,Priya Sheikh,2026-02-11 02:00:00,300.36,1,Espresso,online
ecommerce,ECO-0000430,9414319448,karthik.reddy1472@outlook.com,Karthik Reddy,2026-06-01 02:00:00,251.67,1,Cappuccino,online
loyalty,LOY-0000431,9538442198,komalnair735@outlook.com,Komal Nair,2026-01-31 13:00:00,303.31,1,Cold Brew,online
pos,POS-0000432,9546721845,soniaiyer1105@gmail.com,Sonia Iyer,2026-05-07 21:00:00,504.52,2,Cold Brew,BLR-02
loyalty,LOY-0000433,7036133997,madhuriverma645@hotmail.com,Madhuri Verma,2026-01-28 23:00:00,1060.37,2,Coffee Beans 250g,online
ecommerce,ECO-0000434,8594287162,aliya_roy775@rediffmail.com,Aliya Roy,2026-04-29 23:00:00,576.66,2,Cappuccino,online
loyalty,LOY-0000435,8789051215,mahesh.pandey1059@rediffmail.com,Mahesh Pandey,2026-02-27 21:00:00,1528.86,1,Merchandise,online
pos,POS-0000436,8825241835,saurabh_reddy976@rediffmail.com,Saurabh Reddy,2025-12-25 07:00:00,658.73,1,Coffee Beans 250g,MUM-02
loyalty,LOY-0000437,8911573476,vikrammenon235@outlook.com,Vikram Menon,2026-05-29 13:00:00,307.53,1,Sandwich,online
ecommerce,ECO-0000438,9002769895,sonia_saxena544@hotmail.com,Sonia Saxena,2026-02-08 14:00:00,2197.42,1,Bulk Order,online
loyalty,LOY-0000439,9600725699,madhurimukherjee1253@hotmail.com,Madhuri Mukherjee,2026-02-08 23:00:00,1574.65,2,Merchandise,online
loyalty,LOY-0000440,7256152676,neha.bansal522@rediffmail.com,Neha Bansal,2025-11-27 10:00:00,364.41,2,Sandwich,online
ecommerce,ECO-0000441,9823088211,lakshmi.mehta1278@outlook.com,Lakshmi Mehta,2026-04-12 12:00:00,7240.18,2,Bulk Order,online
loyalty,LOY-0000442,8214173092,tanya.verma825@hotmail.com,Tanya Verma,2026-05-21 12:00:00,4385.97,3,Merchandise,online
ecommerce,ECO-0000443,7750658433,kunal.bose663@rediffmail.com,Kunal Bose,2026-05-25 08:00:00,415.06,2,Cappuccino,online
pos,POS-0000444,8912803230,nisha_iyer446@outlook.com,Nisha Iyer,2026-05-20 15:00:00,341.43,1,Merchandise,MUM-02
loyalty,LOY-0000445,9669015831,amit_qureshi935@hotmail.com,Amit Qureshi,2026-05-27 08:00:00,336.56,1,Cappuccino,online
loyalty,LOY-0000446,9995261186,ritushah354@hotmail.com,Ritu Shah,2026-05-26 11:00:00,250.73,1,Espresso,online
pos,POS-0000447,8482601294,lakshmigupta588@gmail.com,Lakshmi Gupta,2026-05-24 16:00:00,312.39,1,Cappuccino,PUN-01
ecommerce,ECO-0000448,7888951788,sanjay.chatterjee885@outlook.com,Sanjay Chatterjee,2025-12-11 08:00:00,292.76,2,Pastry,online
ecommerce,ECO-0000449,9066976628,nehakumar183@hotmail.com,Neha Kumar,2026-04-23 02:00:00,3001.76,1,Bulk Order,online
ecommerce,ECO-0000450,9497128366,sonia_sharma901@rediffmail.com,Sonia Sharma,2026-02-12 16:00:00,3241.86,1,Bulk Order,online
loyalty,LOY-0000451,8900912253,sanjaysingh457@outlook.com,Sanjay Singh,2026-04-10 05:00:00,1599.73,2,Merchandise,online
ecommerce,ECO-0000452,8106789243,ananya_verma1391@rediffmail.com,Ananya Verma,2026-02-02 01:00:00,363.36,1,Cold Brew,online
loyalty,LOY-0000453,8224258838,ritu.agarwal755@yahoo.com,Ritu Agarwal,2025-05-19 13:00:00,467.13,2,Cappuccino,online
ecommerce,ECO-0000454,8911573476,vikrammenon235@outlook.com,Vikram Menon,2026-04-29 05:00:00,3551.96,2,Bulk Order,online
ecommerce,ECO-0000455,7448754535,nehakrishnan962@rediffmail.com,Neha Krishnan,2026-04-18 03:00:00,589.74,1,Coffee Beans 250g,online
pos,POS-0000456,8931343474,sandeepsaxena1234@hotmail.com,Sandeep Saxena,2025-10-19 08:00:00,462.84,2,Cappuccino,BLR-02
ecommerce,ECO-0000457,9459275728,arjun.reddy1371@outlook.com,Arjun Reddy,2026-02-04 09:00:00,292.67,1,Sandwich,online
pos,POS-0000458,8589169943,divyachoudhary1054@gmail.com,Divya Choudhary,2026-01-21 13:00:00,1403.21,2,Coffee Beans 250g,PUN-01
loyalty,LOY-0000459,8129690690,yash.agarwal924@hotmail.com,Yash Agarwal,2026-04-20 01:00:00,806.75,1,Merchandise,online
ecommerce,ECO-0000460,7021302155,rohit_pillai1121@gmail.com,Rohit Pillai,2025-09-23 06:00:00,1573.98,1,Bulk Order,online
loyalty,LOY-0000461,9130372180,sandeep_agarwal353@gmail.com,Sandeep Agarwal,2026-05-12 02:00:00,694.59,2,Sandwich,online
loyalty,LOY-0000462,7255561500,sushmakumar774@gmail.com,Sushma Kumar,2025-12-12 08:00:00,614.58,2,Cappuccino,online
ecommerce,ECO-0000463,7373213569,divyapandey997@rediffmail.com,Divya Pandey,2026-03-02 11:00:00,389.8,1,Cold Brew,online
loyalty,LOY-0000464,7897485548,sandeep.sharma1225@gmail.com,Sandeep Sharma,2026-04-14 19:00:00,170.97,1,Pastry,online
pos,POS-0000465,7825434354,sandeep.roy478@yahoo.com,Sandeep Roy,2026-05-22 21:00:00,1816.4,2,Merchandise,DEL-01
loyalty,LOY-0000466,8366176468,trisha.menon518@outlook.com,Trisha Menon,2026-05-25 19:00:00,1040.29,4,Cappuccino,online
ecommerce,ECO-0000467,9646698085,meera_khanna509@yahoo.com,Meera Khanna,2025-06-14 07:00:00,169.92,1,Espresso,online
ecommerce,ECO-0000468,8692031863,meerachoudhary449@gmail.com,Meera Choudhary,2026-01-25 12:00:00,644.6,1,Coffee Beans 250g,online
ecommerce,ECO-0000469,8854691560,ishitaqureshi156@hotmail.com,Ishita Qureshi,2026-05-21 01:00:00,266.37,1,Cold Brew,online
loyalty,LOY-0000470,7164429261,smita.saxena866@gmail.com,Smita Saxena,2026-05-02 09:00:00,2770.7,1,Bulk Order,online
pos,POS-0000471,8001924015,adityamehta1274@yahoo.com,Aditya Mehta,2025-11-14 16:00:00,206.08,1,Pastry,PUN-01
loyalty,LOY-0000472,7038524132,aartishah363@yahoo.com,Aarti Shah,2026-06-05 14:00:00,575.43,2,Espresso,online
pos,POS-0000473,9388767264,aarti_malhotra1298@yahoo.com,Aarti Malhotra,2026-01-20 04:00:00,315.1,1,Cold Brew,DEL-02
pos,POS-0000474,8931343474,sandeepsaxena1234@hotmail.com,Sandeep Saxena,2026-05-15 08:00:00,505.37,1,Coffee Beans 250g,BLR-03
loyalty,LOY-0000475,8880893081,tara_ali28@yahoo.com,Tara Ali,2026-05-29 17:00:00,636.13,1,Coffee Beans 250g,online
ecommerce,ECO-0000476,7418444668,ashok.tiwari691@rediffmail.com,Ashok Tiwari,2025-08-28 01:00:00,486.95,2,Cappuccino,online
ecommerce,ECO-0000477,9866866190,smitareddy840@yahoo.com,Smita Reddy,2025-10-26 19:00:00,315.76,1,Espresso,online
ecommerce,ECO-0000478,8157850631,omarsaxena1087@hotmail.com,Omar Saxena,2026-04-07 20:00:00,8915.65,2,Bulk Order,online
ecommerce,ECO-0000479,8577808053,pratiksha_gupta412@gmail.com,Pratiksha Gupta,2026-05-10 23:00:00,222.0,1,Espresso,online
ecommerce,ECO-0000480,9646698085,meera_khanna509@yahoo.com,Meera Khanna,2025-11-28 03:00:00,123.75,1,Pastry,online
pos,POS-0000481,8322761377,ashokhussain1372@yahoo.com,Ashok Hussain,2026-06-04 17:00:00,2973.66,2,Merchandise,CHE-01
loyalty,LOY-0000482,7906630462,anjalikhan1250@rediffmail.com,Anjali Khan,2026-03-17 09:00:00,2055.95,1,Bulk Order,online
pos,POS-0000483,8202373142,sneha.pillai1271@yahoo.com,Sneha Pillai,2025-12-06 01:00:00,753.23,2,Sandwich,DEL-02
loyalty,LOY-0000484,7926818877,karthik.trivedi308@hotmail.com,Karthik Trivedi,2026-03-31 15:00:00,247.25,1,Cold Brew,online
pos,POS-0000485,7120254607,suresh_patel314@yahoo.com,Suresh Patel,2026-01-20 19:00:00,5117.56,4,Bulk Order,HYD-01
ecommerce,ECO-0000486,7441208988,siddharth_banerjee756@outlook.com,Siddharth Banerjee,2026-04-08 10:00:00,578.17,2,Espresso,online
ecommerce,ECO-0000487,8422051630,akash_rao1355@yahoo.com,Akash Rao,2026-05-30 07:00:00,7321.4,2,Bulk Order,online
pos,POS-0000488,9431400338,kavya_singh1223@outlook.com,Kavya Singh,2025-01-26 13:00:00,218.31,1,Cold Brew,BLR-03
ecommerce,ECO-0000489,9389264439,kunal.bhat1370@outlook.com,Kunal Bhat,2026-04-08 11:00:00,1251.79,4,Cold Brew,online
pos,POS-0000490,7724482641,rekharoy1479@gmail.com,Rekha Roy,2026-04-24 07:00:00,115.94,1,Pastry,DEL-02
ecommerce,ECO-0000491,7788330765,aliya_agarwal1150@hotmail.com,Aliya Agarwal,2026-04-22 06:00:00,308.23,1,Cappuccino,online
ecommerce,ECO-0000492,8152128660,gauravkhanna537@hotmail.com,Gaurav Khanna,2026-05-09 14:00:00,208.59,1,Cold Brew,online
ecommerce,ECO-0000493,7701060750,nishaqureshi230@gmail.com,Nisha Qureshi,2026-04-28 00:00:00,341.81,1,Sandwich,online
pos,POS-0000494,8884986103,snehadas1267@hotmail.com,Sneha Das,2026-05-24 11:00:00,847.12,1,Merchandise,BLR-03
ecommerce,ECO-0000495,7940154035,ritu.bose218@rediffmail.com,Ritu Bose,2026-04-19 01:00:00,407.62,2,Cappuccino,online
ecommerce,ECO-0000496,9373209659,kunal_trivedi300@yahoo.com,Kunal Trivedi,2026-04-12 09:00:00,202.8,1,Cappuccino,online
pos,POS-0000497,7370805427,kunal.banerjee89@gmail.com,Kunal Banerjee,2026-03-05 08:00:00,248.33,1,Espresso,BLR-02
loyalty,LOY-0000498,8923438529,meghaiyer736@yahoo.com,Megha Iyer,2026-05-30 05:00:00,4010.42,1,Bulk Order,online
pos,POS-0000499,9263536872,anil.mukherjee886@hotmail.com,Anil Mukherjee,2026-06-06 18:00:00,590.22,1,Coffee Beans 250g,BLR-01
ecommerce,ECO-0000500,9414319448,karthik.reddy1472@outlook.com,Karthik Reddy,2026-04-25 03:00:00,184.98,1,Sandwich,online
loyalty,LOY-0000501,7880850067,naveen.ali461@rediffmail.com,Naveen Ali,2026-04-29 10:00:00,94.49,1,Pastry,online
pos,POS-0000502,7068450468,sushmareddy238@gmail.com,Sushma Reddy,2026-04-30 02:00:00,1090.52,1,Merchandise,BLR-03
loyalty,LOY-0000503,7424876730,aliyaahmed102@rediffmail.com,Aliya Ahmed,2026-05-25 18:00:00,250.39,1,Espresso,online
ecommerce,ECO-0000504,7607524325,sandeepsaxena772@yahoo.com,Sandeep Saxena,2026-01-07 12:00:00,225.07,1,Espresso,online
pos,POS-0000505,9686578195,yash.kumar434@rediffmail.com,Yash Kumar,2026-04-14 05:00:00,2654.03,2,Merchandise,DEL-02
loyalty,LOY-0000506,8550339426,nitin_nair120@gmail.com,Nitin Nair,2026-05-24 21:00:00,322.31,1,Espresso,online
ecommerce,ECO-0000507,9657351134,rashmi.verma1053@yahoo.com,Rashmi Verma,2026-02-28 00:00:00,834.33,3,Sandwich,online
ecommerce,ECO-0000508,9912264259,riya_krishnan1262@rediffmail.com,Riya Krishnan,2026-01-10 00:00:00,762.46,2,Cold Brew,online
loyalty,LOY-0000509,8477791415,ananyanair97@gmail.com,Ananya Nair,2026-05-16 03:00:00,217.66,1,Espresso,online
loyalty,LOY-0000510,8241086528,aditya_saxena1089@hotmail.com,Aditya Saxena,2026-05-02 02:00:00,447.11,2,Sandwich,online
loyalty,LOY-0000511,7229080795,neha.tiwari99@gmail.com,Neha Tiwari,2026-03-12 22:00:00,1221.46,3,Coffee Beans 250g,online
ecommerce,ECO-0000512,8828353311,amit.patel182@rediffmail.com,Amit Patel,2026-04-28 14:00:00,726.27,1,Merchandise,online
loyalty,LOY-0000513,9661913565,tara.khan1197@rediffmail.com,Tara Khan,2026-01-03 19:00:00,334.5,1,Sandwich,online
pos,POS-0000514,7560568150,pranav_sen1366@gmail.com,Pranav Sen,2026-04-10 09:00:00,758.86,1,Coffee Beans 250g,PUN-01
loyalty,LOY-0000515,8195684394,komal_verma921@hotmail.com,Komal Verma,2026-04-14 01:00:00,569.41,2,Cold Brew,online
loyalty,LOY-0000516,9543332049,rohankrishnan1101@hotmail.com,Rohan Krishnan,2026-04-29 21:00:00,207.15,1,Sandwich,online
loyalty,LOY-0000517,8618986370,swatimishra1289@outlook.com,Swati Mishra,2026-04-27 08:00:00,2218.69,3,Merchandise,online
ecommerce,ECO-0000518,8002520646,sapna.kapoor612@hotmail.com,Sapna Kapoor,2026-03-20 11:00:00,7961.61,3,Bulk Order,online
loyalty,LOY-0000519,9282282196,nishabanerjee950@hotmail.com,Nisha Banerjee,2026-03-18 06:00:00,276.79,1,Cappuccino,online
pos,POS-0000520,9111882537,maheshali550@hotmail.com,Mahesh Ali,2026-04-13 03:00:00,748.92,3,Sandwich,CHE-01
ecommerce,ECO-0000521,9739314764,ishita_sen1492@hotmail.com,Ishita Sen,2025-10-07 21:00:00,499.97,1,Coffee Beans 250g,online
pos,POS-0000522,8509744484,rekha.mukherjee952@rediffmail.com,Rekha Mukherjee,2026-04-13 00:00:00,259.51,1,Cappuccino,MUM-01
pos,POS-0000523,9763507097,gaurav.khan1356@yahoo.com,Gaurav Khan,2026-05-21 16:00:00,459.98,1,Coffee Beans 250g,MUM-01
loyalty,LOY-0000524,7359862456,komal_naidu1497@yahoo.com,Komal Naidu,2026-04-22 05:00:00,5116.19,2,Bulk Order,online
ecommerce,ECO-0000525,7831625299,ayesharoy491@yahoo.com,Ayesha Roy,2026-03-24 09:00:00,197.04,1,Sandwich,online
loyalty,LOY-0000526,8742689489,komal_roy443@rediffmail.com,Komal Roy,2025-10-16 10:00:00,298.23,1,Espresso,online
loyalty,LOY-0000527,9002769895,sonia_saxena544@hotmail.com,Sonia Saxena,2026-06-02 01:00:00,1388.28,1,Merchandise,online
loyalty,LOY-0000528,8212200115,meera_kapoor351@hotmail.com,Meera Kapoor,2026-06-05 13:00:00,2263.96,4,Coffee Beans 250g,online
pos,POS-0000529,9099329530,neha_sheikh1164@rediffmail.com,Neha Sheikh,2026-04-28 06:00:00,232.81,1,Cappuccino,DEL-01
ecommerce,ECO-0000530,8221393124,sapna_mishra1462@gmail.com,Sapna Mishra,2026-02-21 23:00:00,232.0,1,Espresso,online
pos,POS-0000531,9058199059,mohankrishnan787@gmail.com,Mohan Krishnan,2026-03-18 13:00:00,1956.7,2,Merchandise,MUM-01
ecommerce,ECO-0000532,8581365588,mohan.bose854@outlook.com,Mohan Bose,2026-05-18 00:00:00,214.71,1,Pastry,online
loyalty,LOY-0000533,8923438529,meghaiyer736@yahoo.com,Megha Iyer,2026-04-01 04:00:00,226.02,1,Sandwich,online
loyalty,LOY-0000534,7588762783,rashmi.chatterjee1401@outlook.com,Rashmi Chatterjee,2026-05-14 03:00:00,834.01,3,Espresso,online
ecommerce,ECO-0000535,8085199065,sanjay.krishnan5@yahoo.com,Sanjay Krishnan,2025-10-07 10:00:00,212.81,1,Pastry,online
loyalty,LOY-0000536,9380792859,mahesh.bose187@gmail.com,Mahesh Bose,2025-12-24 17:00:00,429.81,2,Espresso,online
ecommerce,ECO-0000537,8518038818,rakeshnaidu874@yahoo.com,Rakesh Naidu,2026-03-06 21:00:00,1483.26,2,Coffee Beans 250g,online
loyalty,LOY-0000538,7117034182,sapna.hussain160@outlook.com,Sapna Hussain,2026-03-29 23:00:00,262.07,1,Cold Brew,online
pos,POS-0000539,7569861931,abhishek_bansal1329@hotmail.com,Abhishek Bansal,2026-05-22 09:00:00,647.27,3,Cappuccino,HYD-01
pos,POS-0000540,9750241959,tarunsheikh1374@rediffmail.com,Tarun Sheikh,2026-04-22 23:00:00,725.39,1,Coffee Beans 250g,CHE-01
ecommerce,ECO-0000541,8101363977,sureshtiwari561@outlook.com,Suresh Tiwari,2026-04-10 02:00:00,581.69,3,Sandwich,online
ecommerce,ECO-0000542,9839940094,tarun.banerjee62@rediffmail.com,Tarun Banerjee,2026-04-28 16:00:00,382.23,1,Merchandise,online
ecommerce,ECO-0000543,7277581570,megha_mukherjee279@outlook.com,Megha Mukherjee,2026-03-26 20:00:00,291.18,1,Cold Brew,online
loyalty,LOY-0000544,8651229320,rashmi_mukherjee692@yahoo.com,Rashmi Mukherjee,2026-02-13 04:00:00,6441.84,2,Bulk Order,online
ecommerce,ECO-0000545,7695334344,ayesharoy1430@hotmail.com,Ayesha Roy,2026-05-28 09:00:00,323.43,2,Pastry,online
pos,POS-0000546,7954021247,meera_tiwari1192@yahoo.com,Meera Tiwari,2026-05-27 16:00:00,881.07,3,Sandwich,BLR-03
loyalty,LOY-0000547,7079529443,lakshmimenon933@hotmail.com,Lakshmi Menon,2025-12-18 15:00:00,1241.7,1,Merchandise,online
pos,POS-0000548,7276292592,aishwarya.kapoor743@yahoo.com,Aishwarya Kapoor,2026-05-30 15:00:00,236.81,1,Espresso,BLR-02
loyalty,LOY-0000549,7815332107,komal.rao170@rediffmail.com,Komal Rao,2026-04-02 14:00:00,2687.78,2,Merchandise,online
pos,POS-0000550,9754344433,pratiksha_krishnan253@hotmail.com,Pratiksha Krishnan,2026-04-15 06:00:00,867.8,4,Pastry,MUM-02
loyalty,LOY-0000551,7177222223,trishasheikh75@outlook.com,Trisha Sheikh,2025-09-05 21:00:00,397.17,1,Sandwich,online
pos,POS-0000552,7582866551,amit.singh14@gmail.com,Amit Singh,2025-11-29 18:00:00,7134.41,2,Bulk Order,DEL-02
ecommerce,ECO-0000553,9498136098,tarunbansal219@outlook.com,Tarun Bansal,2025-09-16 19:00:00,375.8,1,Sandwich,online
ecommerce,ECO-0000554,9314438764,vikrammehta1432@gmail.com,Vikram Mehta,2026-03-30 08:00:00,675.19,1,Merchandise,online
pos,POS-0000555,7609424015,riyaverma1270@outlook.com,Riya Verma,2026-01-11 18:00:00,251.64,1,Sandwich,BLR-02
pos,POS-0000556,8840199789,sonia_khanna137@yahoo.com,Sonia Khanna,2026-04-10 11:00:00,232.92,1,Espresso,BLR-03
ecommerce,ECO-0000557,9224248950,yashsheikh1157@gmail.com,Yash Sheikh,2026-05-17 15:00:00,212.69,1,Pastry,online
ecommerce,ECO-0000558,8001908343,rakeshsharma816@outlook.com,Rakesh Sharma,2025-11-23 05:00:00,1202.4,4,Espresso,online
ecommerce,ECO-0000559,8608020262,zara_sen844@gmail.com,Zara Sen,2026-02-22 12:00:00,198.76,1,Cappuccino,online
ecommerce,ECO-0000560,7996718107,rakesh.joshi1106@outlook.com,Rakesh Joshi,2026-04-11 13:00:00,313.73,1,Espresso,online
pos,POS-0000561,8066502607,sneha.saxena942@hotmail.com,Sneha Saxena,2026-06-07 18:00:00,454.36,2,Espresso,BLR-03
loyalty,LOY-0000562,7684966861,yash.joshi671@outlook.com,Yash Joshi,2026-05-22 09:00:00,268.33,1,Cold Brew,online
ecommerce,ECO-0000563,7695334344,ayesharoy1430@hotmail.com,Ayesha Roy,2026-05-11 08:00:00,325.92,1,Cold Brew,online
loyalty,LOY-0000564,9493978512,deepaktrivedi1115@hotmail.com,Deepak Trivedi,2026-01-28 22:00:00,317.45,1,Espresso,online
loyalty,LOY-0000565,7073288563,mahesh.chatterjee1170@outlook.com,Mahesh Chatterjee,2026-03-31 07:00:00,126.61,1,Pastry,online
pos,POS-0000566,8108462308,naveenmishra237@rediffmail.com,Naveen Mishra,2026-02-16 20:00:00,475.71,1,Coffee Beans 250g,BLR-01
ecommerce,ECO-0000567,9101507430,vikram.mehta638@yahoo.com,Vikram Mehta,2026-02-17 20:00:00,295.48,1,Espresso,online
pos,POS-0000568,8543458257,smita_agarwal724@rediffmail.com,Smita Agarwal,2026-06-01 13:00:00,1654.91,2,Merchandise,BLR-03
ecommerce,ECO-0000569,9617506989,soniachatterjee655@hotmail.com,Sonia Chatterjee,2026-05-05 15:00:00,1159.67,2,Coffee Beans 250g,online
pos,POS-0000570,9875407996,rakesh_mishra1260@hotmail.com,Rakesh Mishra,2026-01-08 22:00:00,4524.17,1,Bulk Order,BLR-02
pos,POS-0000571,9754344433,pratiksha_krishnan253@hotmail.com,Pratiksha Krishnan,2026-04-01 14:00:00,1090.93,3,Cold Brew,BLR-01
ecommerce,ECO-0000572,8909380516,pranav_mishra747@gmail.com,Pranav Mishra,2026-04-01 17:00:00,521.07,1,Coffee Beans 250g,online
pos,POS-0000573,7909804061,pranav.kapoor117@outlook.com,Pranav Kapoor,2026-03-10 14:00:00,596.72,1,Coffee Beans 250g,MUM-01
loyalty,LOY-0000574,8862254631,trisha_singh381@gmail.com,Trisha Singh,2026-05-17 06:00:00,577.66,2,Cappuccino,online
pos,POS-0000575,9597517824,ayeshashah712@yahoo.com,Ayesha Shah,2026-06-05 13:00:00,442.78,2,Pastry,BLR-02
pos,POS-0000576,9783281669,sushmaqureshi628@gmail.com,Sushma Qureshi,2026-05-07 11:00:00,248.38,1,Cold Brew,BLR-03
loyalty,LOY-0000577,8960020392,sonia_ali1254@gmail.com,Sonia Ali,2026-05-23 03:00:00,178.63,1,Espresso,online
pos,POS-0000578,7765444197,bhavanaahmed1280@gmail.com,Bhavana Ahmed,2026-04-25 08:00:00,692.77,4,Sandwich,BLR-01
pos,POS-0000579,8352752143,ashajoshi1231@gmail.com,Asha Joshi,2025-11-17 15:00:00,277.68,1,Cold Brew,BLR-01
pos,POS-0000580,9841089323,meera_trivedi803@hotmail.com,Meera Trivedi,2025-12-20 12:00:00,334.74,1,Cold Brew,HYD-01
loyalty,LOY-0000581,7646075655,harishbansal898@outlook.com,Harish Bansal,2025-09-18 17:00:00,572.46,2,Espresso,online
ecommerce,ECO-0000582,7351658374,prakash_pillai1047@rediffmail.com,Prakash Pillai,2026-02-15 04:00:00,1682.8,3,Coffee Beans 250g,online
pos,POS-0000583,9641360254,prakash.mehta475@outlook.com,Prakash Mehta,2026-05-03 17:00:00,3309.49,1,Bulk Order,BLR-03
ecommerce,ECO-0000584,8224258838,ritu.agarwal755@yahoo.com,Ritu Agarwal,2026-04-18 07:00:00,112.69,1,Pastry,online
pos,POS-0000585,7767504995,sapna.naidu881@hotmail.com,Sapna Naidu,2026-05-26 18:00:00,6881.48,3,Bulk Order,HYD-01
ecommerce,ECO-0000586,9284984547,akash_khanna390@rediffmail.com,Akash Khanna,2026-02-20 17:00:00,3100.85,4,Coffee Beans 250g,online
loyalty,LOY-0000587,7128555276,trisha_krishnan1144@outlook.com,Trisha Krishnan,2026-02-20 21:00:00,424.83,2,Sandwich,online
loyalty,LOY-0000588,7177222223,trishasheikh75@outlook.com,Trisha Sheikh,2026-04-14 00:00:00,558.74,1,Coffee Beans 250g,online
loyalty,LOY-0000589,8418352686,ishitanaidu370@hotmail.com,Ishita Naidu,2025-11-15 14:00:00,638.07,3,Espresso,online
pos,POS-0000590,9288677429,priyasheikh115@yahoo.com,Priya Sheikh,2026-04-15 00:00:00,952.92,1,Merchandise,BLR-01
ecommerce,ECO-0000591,8750230192,arjun_kapoor502@hotmail.com,Arjun Kapoor,2026-03-27 03:00:00,228.01,1,Cappuccino,online
ecommerce,ECO-0000592,9634874678,zara_iyer572@hotmail.com,Zara Iyer,2025-10-06 04:00:00,287.01,1,Cold Brew,online
pos,POS-0000593,8023482651,nikhilshah1227@yahoo.com,Nikhil Shah,2026-01-06 21:00:00,588.84,2,Cold Brew,MUM-02
pos,POS-0000594,7593651849,sapna.ahmed705@rediffmail.com,Sapna Ahmed,2026-04-11 16:00:00,1302.89,1,Merchandise,DEL-02
pos,POS-0000595,8285849087,ashokkhan669@outlook.com,Ashok Khan,2026-05-26 08:00:00,228.71,1,Espresso,BLR-01
loyalty,LOY-0000596,8775936460,gauravsingh726@gmail.com,Gaurav Singh,2026-06-08 02:00:00,263.67,2,Pastry,online
loyalty,LOY-0000597,9678599537,mohan.singh197@rediffmail.com,Mohan Singh,2026-04-04 23:00:00,4318.72,1,Bulk Order,online
ecommerce,ECO-0000598,7786934414,imran_nair715@hotmail.com,Imran Nair,2025-09-17 03:00:00,268.02,1,Cappuccino,online
ecommerce,ECO-0000599,7117432458,pranav.pandey291@outlook.com,Pranav Pandey,2026-04-20 14:00:00,563.35,2,Cold Brew,online
loyalty,LOY-0000600,9793882880,sushma.pandey1342@hotmail.com,Sushma Pandey,2026-05-15 07:00:00,5734.66,2,Bulk Order,online
ecommerce,ECO-0000601,8486543227,sanjaychatterjee205@outlook.com,Sanjay Chatterjee,2026-04-19 17:00:00,285.22,1,Espresso,online
pos,POS-0000602,8978540073,naveensharma1340@gmail.com,Naveen Sharma,2025-11-09 02:00:00,392.03,1,Cold Brew,BLR-02
pos,POS-0000603,8395070711,shreya.gupta1034@rediffmail.com,Shreya Gupta,2026-05-12 23:00:00,517.66,2,Cold Brew,BLR-03
loyalty,LOY-0000604,7388112301,rakesh.mishra413@yahoo.com,Rakesh Mishra,2026-06-04 18:00:00,107.5,1,Pastry,online
pos,POS-0000605,8927699922,tarunroy369@yahoo.com,Tarun Roy,2026-05-21 14:00:00,591.56,2,Sandwich,BLR-01
pos,POS-0000606,7693009121,ananya.iyer1419@gmail.com,Ananya Iyer,2026-05-06 20:00:00,338.2,1,Cappuccino,BLR-01
loyalty,LOY-0000607,9114984850,ananya.pandey853@rediffmail.com,Ananya Pandey,2026-04-24 03:00:00,249.36,1,Sandwich,online
ecommerce,ECO-0000608,7823049047,ayesha.shah1345@hotmail.com,Ayesha Shah,2026-02-11 05:00:00,825.21,1,Merchandise,online
