email,full_name,total_orders,total_spent_inr,signup_date,city,accepts_marketing
varun_chatterjee477@gmail.com,Varun Chatterjee,0,0.0,2025-04-30,Chennai,yes
sandeep.roy478@yahoo.com,Sandeep Roy,3,1065.59,2024-08-22,Bengaluru,yes
amit_khan480@gmail.com,Amit Khan,3,1185.5,2026-01-20,Surat,yes
sneha.malhotra482@hotmail.com,Sneha Malhotra,0,0.0,2024-11-14,Noida,yes
aishwaryanair483@rediffmail.com,aishwarya nair,5,2886.69,2024-06-21,Ahmedabad,yes
vinay_krishnan484@yahoo.com,vinay krishnan,4,2186.84,2025-04-02,Kolkata,yes
aishwarya_ali486@rediffmail.com,Aishwarya A.,4,1551.3,2024-10-22,Delhi,yes
rajesh.singh487@outlook.com,Rajesh Singh,1,562.57,2024-12-01,Pune,no
anilbhat488@rediffmail.com,Anil Bhat,3,1931.74,2025-01-05,Noida,yes
neha_subramanian489@outlook.com,Neha Subramanian,5,1650.66,2026-01-23,Bengaluru,yes
amitahmed490@rediffmail.com,Amit Ahmed,9,4660.35,2025-12-14,Noida,yes
ayesharoy491@yahoo.com,Ayesha Roy,12,3645.29,2026-04-01,Hyderabad,no
sushma_yadav492@yahoo.com,Sushma Y.,1,367.84,2026-04-13,Kolkata,yes
kavya.shah495@outlook.com,Kavya Shah,6,2560.91,2024-06-29,Kolkata,yes
tara.nair496@hotmail.com,T. Nair,2,988.34,2025-07-18,Jaipur,yes
rekhachoudhary497@hotmail.com,rekha choudhary,2,922.07,2025-11-23,Surat,yes
akashmukherjee499@hotmail.com,Akash Mukherjee,1,365.23,2025-02-25,Kochi,yes
aliyamishra500@gmail.com,Aliya Mishra,11,5832.51,2025-10-13,Surat,yes
ajrun_kapoor502@hotmail.com,Arjun Kapoor,14,9981.85,2025-03-23,Kochi,yes
manishmukherjee503@rediffmail.com,Manish Mukherjee,12,6381.94,2025-05-16,Surat,yes
pallaviahmed504@gmail.com,Pallavi A.,1,654.89,2024-10-05,Indore,yes
abhishektrivedi505@outlook.com,Abhishek Trivedi,2,723.41,2026-04-07,Surat,yes
smita_tiwari506@yahoo.com,S. Tiwari,0,0.0,2024-08-12,Ahmedabad,no
bhavana_nair508@yahoo.com,Bhavana Nair,0,0.0,2026-01-24,Surat,yes
meera_khanna509@yahoo.com,Meera Khanna,11,5588.3,2024-11-13,Gurugram,yes
akash.mishra510@outlook.com,Akash Mishra,9,3521.69,2025-10-06,Mumbai,no
sanjay_kmuar511@rediffmail.com,Sanjay Kumar,1,293.86,2026-03-28,Kolkata,yes
varuniyer512@hotmail.com,varun iyer,3,2093.17,2025-03-31,Hyderabad,no
varunsharma513@hotmail.com,Varun Sharma,9,5402.3,2025-04-26,Pune,yes
aditya.mukherjee515@outlook.com,Aditya Mukherjee,0,0.0,2025-02-18,Chennai,yes
swati.iyer516@outlook.com,Swati Iyer,4,2086.95,2026-02-05,Surat,no
hemant.mishra517@outlook.com,Hemant Mishra,0,0.0,2024-11-06,Delhi,yes
trisha.menon518@outlook.com,Trisha Menon,10,6420.76,2025-09-30,Hyderabad,yes
harish_tiwari519@outlook.com,Harish Tiwari,6,4094.63,2024-08-16,Gurugram,yes
jayakrishnan521@gmail.com,Jaya Krishnan,1,676.39,2025-10-08,Mumbai,yes
pallavi.choudhary523@rediffmail.com,Pallavi Choudhary,4,1466.01,2024-09-28,Pune,yes
geetakumar525@outlook.com,Geeta Kumar,8,5334.34,2025-05-07,Mumbai,yes
riyanaidu526@outlook.com,Riya Naidu,0,0.0,2024-12-11,Gurugram,yes
abhishek_agarwal528@outlook.com,Abhishek Agarwal,9,4412.17,2025-03-31,Jaipur,no
bhavanaqureshi530@outlook.com,Bhavana Qureshi,19,13487.34,2025-05-02,Chennai,yes
rohan_kumar531@rediffmail.com,rohan kumar,4,1404.26,2025-02-22,Indore,yes
meghapandey532@hotmail.com,Megha Pandey,16,10367.35,2025-12-24,Chandigarh,yes
sneha.iyer533@yahoo.com,Sneha Iyer,6,3578.64,2024-07-11,Gurugram,yes
anil_reddy534@hotmail.com,Anil Reddy,23,10752.51,2024-06-27,Kochi,yes
neha.shah536@outlook.com,Neha Shah,8,2863.76,2024-08-23,Indore,yes
gauravkhanna537@hotmail.com,Gaurav Khanna,0,0.0,2024-07-12,Pune,yes
latha_pandey538@hotmail.com,latha pandey,0,0.0,2024-07-15,Noida,no
latha.agarawl539@hotmail.com,L. Agarwal,5,3179.35,2025-10-31,Hyderabad,no
priya_bose540@outlook.com,Priya Bose,1,327.95,2025-06-20,Ahmedabad,yes
naveen_sen542@hotmail.com,Naveen Sen,12,7483.33,2024-08-17,Chennai,yes
sapna_pillai543@rediffmail.com,Sapna Pillai,22,15814.13,2025-04-23,Noida,yes
sonia_saxena544@hotmail.com,Sonia Saxena,7,4932.49,2025-08-29,Mumbai,yes
rakesh_menon545@yahoo.com,Rakesh M.,1,487.47,2025-12-14,Chandigarh,no
karthik.sen546@yahoo.com,Karthik S.,11,7271.28,2026-01-28,Indore,no
ashok.chatterjee548@yahoo.com,Ashok C.,0,0.0,2026-05-05,Kochi,yes
akash_bhat549@gmail.com,Akash Bhat,1,470.15,2026-01-13,Pune,no
pallavi_chatterjee551@hotmail.com,Pallavi Chatterjee,3,2099.21,2024-06-23,Kochi,no
saurabh.qureshi552@gmail.com,Saurabh Qureshi,7,2720.06,2025-12-10,Kochi,yes
aishwaryaverma555@outlook.com,Aishwarya Verma,11,7152.32,2025-05-02,Chennai,yes
aliyakumar556@gmail.com,Aliya Kumar,0,0.0,2025-04-14,Hyderabad,yes
ayeshaagarwal558@outlook.com,Ayesha Agarwal,1,547.58,2026-04-05,Jaipur,yes
zara.patel559@outlook.com,Zara Patel,4,2602.95,2025-01-11,Chandigarh,no
aarti_menon560@rediffmail.com,Aarti Menon,6,2778.4,2025-12-24,Noida,yes
sureshtiwari561@outlook.com,Suresh Tiwari,3,1633.76,2026-04-11,Chennai,no
priyabanerjee562@rediffmail.com,Priya Banerjee,2,1202.57,2025-09-16,Hyderabad,yes
ashasaxena568@outlook.com,Asha Saxena,12,5361.34,2025-07-22,Mumbai,yes
adityachoudhary570@gmail.com,aditya choudhary,3,935.75,2025-10-01,Chennai,no
zara_iyer572@hotmail.com,Zara Iyer,13,7250.13,2025-02-19,Kolkata,yes
tarakhanna575@hotmail.com,Tara Khanna,9,6353.24,2025-10-22,Noida,yes
rahul_malhotra578@hotmail.com,Rahul Malhotra,1,516.93,2025-05-18,Pune,no
mnaishyadav579@gmail.com,Manish Yadav,4,1391.45,2024-11-04,Delhi,yes
nehajoshi582@yahoo.com,N. Joshi,29,10563.88,2025-05-22,Kochi,yes
rekha_iyer584@gmail.com,Rekha Iyer,0,0.0,2026-04-25,Mumbai,yes
vinayhussain585@gmail.com,Vinay Hussain,1,500.45,2026-04-15,Ahmedabad,yes
sneha.khanna586@gmail.com,Sneha Khanna,0,0.0,2024-10-09,Gurugram,yes
saurabhhussain587@hotmail.com,S. Hussain,0,0.0,2025-05-13,Kochi,yes
zarakhna590@yahoo.com,Zara Khan,4,1816.95,2025-09-20,Pune,no
tara.iyer592@outlook.com,Tara Iyer,0,0.0,2025-08-29,Chennai,no
amit.mukherjee593@rediffmail.com,Amit Mukherjee,0,0.0,2025-10-27,Chandigarh,no
sushmamukherjee594@hotmail.com,Sushma Mukherjee,1,370.12,2024-08-21,Bengaluru,no
rohantrivedi595@outlook.com,rohan trivedi,24,9161.78,2024-08-05,Indore,yes
omar_rao596@gmail.com,Omar Rao,3,1264.16,2025-01-15,Indore,no
riya.sharma598@outlook.com,Riya Sharma,0,0.0,2026-03-23,Indore,no
snehadesai599@hotmail.com,Sneha Desai,4,2263.97,2025-11-19,Ahmedabad,yes
bhavanapatel600@rediffmail.com,Bhavana Patel,7,2618.15,2025-04-26,Surat,yes
aditya.ahmed601@yahoo.com,Aditya Ahmed,2,991.24,2024-12-05,Kochi,yes
pooja_yadav602@rediffmail.com,Pooja Yadav,5,2086.2,2026-04-08,Ahmedabad,no
manish_joshi604@hotmail.com,Manish Joshi,0,0.0,2024-09-06,Pune,no
nisha_verma605@gmail.com,nisha verma,0,0.0,2025-04-07,Kochi,yes
pallavi_roy606@rediffmail.com,Pallavi Roy,0,0.0,2024-12-05,Jaipur,no
pratiksha.banerjee607@rediffmail.com,Pratiksha Banerjee,8,4636.77,2025-07-13,Jaipur,yes
yash_verma609@gmail.com,Yash V.,1,522.62,2024-08-29,Jaipur,yes
sapna.kapoor612@hotmail.com,Sapna K.,0,0.0,2025-04-15,Kolkata,yes
aliya_naidu613@yahoo.com,Aliya Naidu,4,2343.12,2024-11-10,Chennai,yes
divya_choudhary614@hotmail.com,Divya C.,3,2132.18,2026-03-08,Jaipur,yes
lathajoshi615@outlook.com,Latha Joshi,18,5473.61,2024-10-05,Ahmedabad,no
amit_gupta616@outlook.com,Amit Gupta,1,639.21,2024-08-01,Kochi,no
yash.chatterjee617@yahoo.com,Yash Chatterjee,0,0.0,2025-09-20,Kochi,yes
jaya_malhotra618@hotmail.com,Jaya Malhotra,13,8924.19,2025-10-23,Surat,yes
pallavi.agarwal621@rediffmail.com,Pallavi Agarwal,15,7759.74,2026-03-16,Pune,no
imrannair262@rediffmail.com,Imran Nair,3,1594.05,2024-07-29,Bengaluru,yes
sandeep_nair623@outlook.com,Sandeep Nair,1,673.62,2025-02-08,Indore,no
harishreddy624@rediffmail.com,Harish Reddy,10,5409.29,2025-02-14,Indore,no
siddharth.desai626@rediffmail.com,Siddharth Desai,9,2760.59,2025-01-24,Gurugram,yes
aditya_sharma627@gmail.com,Aditya Sharma,10,5914.65,2024-12-17,Hyderabad,yes
sushmaqureshi628@gmail.com,Sushma Qureshi,5,2216.11,2025-07-25,Indore,yes
pratikshabhat630@rediffmail.com,Pratiksha Bhat,2,622.75,2024-10-10,Indore,yes
hemantpillai631@rediffmail.com,Hemant Pillai,1,380.07,2025-03-16,Ahmedabad,no
geeta_mehta632@hotmail.com,Geeta M.,12,5915.49,2025-02-19,Delhi,yes
ananya_mehta633@hotmail.com,Ananya Mehta,0,0.0,2026-05-02,Jaipur,yes
aarti.choduhary634@hotmail.com,Aarti Choudhary,5,1816.52,2026-05-05,Delhi,yes
shreya_joshi635@gmail.com,S. Joshi,14,7720.98,2024-08-04,Gurugram,yes
sapna_mukherjee636@gmail.com,Sapna Mukherjee,5,2732.8,2026-03-31,Kochi,yes
vikram.mehta638@yahoo.com,Vikram M.,7,2910.79,2025-06-09,Bengaluru,no
riya.trivedi639@yahoo.com,Riya Trivedi,0,0.0,2025-04-15,Chennai,yes
vinay.agarwal640@yahoo.com,Vinay Agarwal,3,1596.73,2025-01-11,Bengaluru,yes
ananyapillai643@yahoo.com,Ananya Pillai,0,0.0,2025-02-28,Chandigarh,yes
mohankumar644@gmail.com,Mohan Kumar,0,0.0,2026-03-17,Chennai,yes
zara.choudhary646@rediffmail.com,zara choudhary,12,5938.1,2024-12-13,Hyderabad,yes
trishasaxena647@outlook.com,Trisha Saxena,13,7072.78,2025-01-02,Chandigarh,no
ashok.ahmed648@outlook.com,Ashok Ahmed,0,0.0,2025-12-18,Kolkata,yes
tanya_pandey649@outlook.com,Tanya Pandey,2,1288.81,2026-03-03,Hyderabad,yes
hemant_ahmed650@hotmail.com,Hemant Ahmed,2,1426.29,2024-09-05,Chennai,yes
pranaviyer651@hotmail.com,Pranav Iyer,13,7099.59,2025-08-10,Chandigarh,yes
nisha_krishnan654@yahoo.com,Nisha Krishnan,0,0.0,2024-11-13,Pune,yes
soniachatterjee655@hotmail.com,Sonia Chatterjee,18,12030.78,2025-03-26,Noida,yes
rohanpandey665@gmail.com,Rohan Pandey,19,8754.76,2025-06-05,Hyderabad,yes
sanjay.bhat657@outlook.com,Sanjay B.,19,11847.17,2025-12-03,Hyderabad,yes
swatitrivedi658@outlook.com,Swati Trivedi,6,2399.79,2024-11-19,Pune,yes
lathasen659@hotmail.com,Latha Sen,6,2457.48,2025-03-29,Indore,yes
manish.malhotra660@outlook.com,Manish Malhotra,0,0.0,2025-02-27,Kochi,no
gauarvdesai661@rediffmail.com,Gaurav Desai,3,1939.89,2024-10-30,Indore,no
rahul_roy662@rediffmail.com,Rahul Roy,1,325.4,2024-09-06,Noida,yes
kunalb.ose663@rediffmail.com,Kunal Bose,3,1542.04,2025-08-04,Pune,yes
harishpillai665@outlook.com,Harish P.,5,1876.09,2025-04-14,Surat,yes
tarunmukherjee667@hotmail.com,Tarun Mukherjee,7,2247.1,2024-10-05,Ahmedabad,yes
madhurichoudhary668@hotmail.com,Madhuri Choudhary,7,4903.04,2024-09-30,Ahmedabad,yes
arjunpandey670@hotmail.com,Arjun Pandey,5,3024.15,2025-10-27,Kolkata,yes
yash.joshi671@outlook.com,Yash Joshi,19,13303.29,2025-10-10,Indore,yes
meera.shah672@hotmail.com,Meera Shah,1,577.65,2024-08-25,Indore,yes
meera_choduhary675@yahoo.com,M. Choudhary,2,1125.82,2025-01-10,Surat,yes
sandeep_sen676@outlook.com,Sandeep Sen,7,3450.74,2025-09-19,Hyderabad,no
anjali_nair677@outlook.com,Anjali Nair,0,0.0,2025-09-09,Bengaluru,yes
tanya_qureshi678@rediffmail.com,Tanya Qureshi,1,335.93,2025-08-10,Pune,yes
kayva_khan679@hotmail.com,Kavya K.,2,908.18,2025-04-23,Kolkata,yes
mahesh.ahmed680@rediffmail.com,mahesh ahmed,15,4233.32,2026-01-04,Chennai,yes
karthikbansal683@rediffmail.com,K. Bansal,18,7524.53,2024-08-02,Ahmedabad,no
trisha.banerjee684@rediffmail.com,Trisha Banerjee,4,2339.98,2025-09-09,Jaipur,no
pranavpillai688@rediffmail.com,Pranav Pillai,2,1126.65,2025-01-11,Surat,yes
ashok.tiwari691@rediffmail.com,Ashok Tiwari,1,623.14,2025-12-19,Ahmedabad,yes
rashmi_mukherjee692@yahoo.com,Rashmi Mukherjee,0,0.0,2024-06-25,Mumbai,yes
maehshrao696@gmail.com,Mahesh Rao,16,5114.23,2026-04-20,Gurugram,no
kunal_plilai699@hotmail.com,Kunal Pillai,1,480.32,2025-11-19,Hyderabad,yes
pranavtiwari700@hotmail.com,P. Tiwari,3,1611.77,2025-03-24,Chandigarh,yes
sushmar.ao702@gmail.com,Sushma Rao,9,3749.32,2024-12-01,Gurugram,yes
pallavi.chatterjee703@outlook.com,Pallavi Chatterjee,0,0.0,2024-09-19,Chennai,yes
aditya.desai706@rediffmail.com,Aditya Desai,1,526.6,2025-01-13,Bengaluru,yes
ayesha_yadav707@gmail.com,ayesha yadav,0,0.0,2025-12-20,Indore,yes
arjun.qureshi708@hotmail.com,Arjun Qureshi,1,444.19,2024-10-08,Delhi,yes
ayeshashah712@yahoo.com,Ayesha S.,2,1210.39,2025-11-15,Mumbai,yes
ashokbose713@gmail.com,Ashok Bose,15,6076.63,2025-01-21,Kochi,yes
pratiksha_choudhary714@outlook.com,Pratiksha Choudhary,1,353.83,2024-08-26,Hyderabad,yes
imran_nair715@hotmail.com,Imran Nair,13,5674.33,2024-10-14,Chandigarh,yes
ayesha_reddy716@yahoo.com,Ayesha Reddy,2,915.06,2026-01-17,Delhi,yes
harish.reddy717@gmail.com,Harish Reddy,1,320.79,2025-03-15,Bengaluru,no
pranav_kapoor718@yahoo.com,Pranav Kapoor,2,1313.28,2025-07-22,Chennai,yes
faisal.sheikh719@rediffmail.com,Faisal Sheikh,3,1838.68,2025-08-03,Kochi,yes
ananya.verma720@hotmail.com,Ananya Verma,9,6069.75,2026-02-22,Kolkata,yes
nishasingh721@rediffmail.com,Nisha S.,0,0.0,2025-10-03,Kolkata,yes
nishashah723@outlook.com,Nisha Shah,5,2205.12,2025-10-25,Gurugram,yes
kiran_khan725@rediffmail.com,Kiran Khan,0,0.0,2025-10-21,Bengaluru,yes
sushmasaxena728@outlook.com,Sushma Saxena,11,7377.81,2024-07-31,Jaipur,yes
lathaagarwal729@gmail.com,Latha Agarwal,2,1262.86,2024-10-20,Indore,yes
ishita.roy730@outlook.com,Ishita Roy,0,0.0,2025-09-14,Delhi,yes
anil.bose731@hotmail.com,Anil Bose,0,0.0,2025-02-03,Hyderabad,yes
sushma_subramanian732@yahoo.com,Sushma Subramanian,14,9390.37,2025-11-16,Kochi,yes
meera_agarwal733@outlook.com,Meera Agarwal,0,0.0,2026-01-20,Surat,yes
aliyamishra734@yahoo.com,Aliya Mishra,4,2605.54,2024-09-21,Gurugram,yes
aditya.bose737@hotmail.com,Aditya Bose,1,686.8,2025-04-22,Kochi,yes
pallavipatel783@outlook.com,Pallavi Patel,10,4133.69,2024-12-16,Delhi,yes
kavya_naidu739@gmail.com,Kavya Naidu,13,8532.66,2025-07-24,Chandigarh,yes
priya.kahnna742@yahoo.com,priya khanna,4,1993.62,2026-04-08,Chandigarh,no
pallavi.bose745@yahoo.com,Pallavi Bose,9,3505.55,2024-12-30,Surat,yes
ayesha_pillai746@rediffmail.com,Ayesha Pillai,9,5713.68,2024-12-05,Pune,yes
pranav_mishra747@gmail.com,Pranav Mishra,3,1971.63,2025-03-05,Surat,yes
riya.yadav748@rediffmail.com,Riya Yadav,8,3792.72,2025-03-23,Hyderabad,yes
harish_bose750@yahoo.com,Harish Bose,0,0.0,2026-05-04,Chandigarh,yes
bhavana_ahmed751@yahoo.com,Bhavana Ahmed,10,3671.07,2024-11-02,Chennai,yes
karthik_sharma753@gmail.com,Karthik S.,0,0.0,2025-09-22,Noida,yes
maheshtrivedi754@outlook.com,mahesh trivedi,2,1003.39,2025-04-14,Chandigarh,yes
ritu.agarwal755@yahoo.com,R. Agarwal,7,2141.89,2024-07-13,Noida,yes
siddharth_banerjee756@outlook.com,Siddharth Banerjee,1,425.27,2024-11-02,Chennai,no
ananya.das757@hotmail.com,A. Das,7,4476.15,2025-03-30,Kolkata,yes
rajesh.nair758@hotmail.com,Rajesh Nair,2,1045.18,2024-12-07,Jaipur,yes
tarunpandey759@yahoo.com,Tarun Pandey,1,498.67,2025-06-08,Chandigarh,no
rohan_chatterjee760@gmail.com,Rohan Chatterjee,0,0.0,2025-07-13,Pune,yes
varun_sen761@outlook.com,Varun Sen,4,1151.42,2025-04-18,Surat,no
abhishek.sharma762@gmail.com,abhishek sharma,0,0.0,2024-07-21,Chandigarh,no
karthik.ali763@outlook.com,Karthik Ali,6,1693.96,2024-10-25,Delhi,no
anilroy764@outlook.com,Anil Roy,12,5779.3,2025-07-07,Chennai,yes
akashnaidu765@rediffmail.com,Akash Naidu,9,4354.91,2024-12-07,Ahmedabad,yes
kavya_malhotra767@yahoo.com,Kavya Malhotra,5,3455.75,2025-08-07,Pune,no
lakshmi_gupta768@rediffmail.com,Lakshmi Gupta,3,917.73,2025-05-16,Surat,no
yashbhat769@rediffmail.com,Yash Bhat,10,5649.9,2025-05-19,Chennai,yes
aishwaryaverma770@rediffmail.com,Aishwarya Verma,2,695.7,2025-09-08,Kolkata,yes
sandeepsaxena772@yahoo.com,Sandeep Saxena,6,3675.67,2025-11-04,Surat,no
aliya_roy775@rediffmail.com,Aliya Roy,2,897.65,2025-08-24,Surat,yes
madhuri.qureshi780@yahoo.com,Madhuri Qureshi,3,1320.63,2025-11-21,Ahmedabad,no
nikhil_shah781@yahoo.com,Nikhil S.,4,2590.79,2025-12-06,Kolkata,yes
swati.verma784@rediffmail.com,Swati Verma,0,0.0,2025-02-15,Hyderabad,yes
zara.malhotra785@yahoo.com,Zara Malhotra,20,12051.54,2025-04-15,Pune,yes
tarun.mehta788@hotmail.com,tarun mehta,7,3614.87,2025-07-15,Indore,yes
varunkapoor789@rediffmail.com,Varun Kapoor,1,348.22,2025-12-19,Mumbai,yes
aditya.pillai790@outlook.com,Aditya Pillai,4,1131.75,2025-01-27,Chandigarh,yes
abhishek.kapoor791@yahoo.com,abhishek kapoor,0,0.0,2026-01-16,Kolkata,yes
snehapillai792@yahoo.com,Sneha Pillai,1,537.7,2025-06-30,Chandigarh,yes
jaya_bhat794@hotmail.com,Jaya Bhat,5,3130.15,2025-08-13,Kochi,yes
rohankhanna795@gmail.com,Rohan Khanna,20,10371.07,2025-05-31,Chennai,yes
trishatrivedi796@gmail.com,trisha trivedi,14,6892.14,2024-11-11,Surat,no
rohan_yadav797@hotmail.com,Rohan Yadav,0,0.0,2025-04-19,Surat,yes
ritu.saxena799@rediffmail.com,Ritu Saxena,1,608.65,2026-04-12,Surat,no
vikram_qureshi800@rediffmail.com,Vikram Qureshi,2,1046.87,2026-02-22,Pune,yes
tara_roy801@outlook.com,Tara Roy,19,13183.69,2025-10-25,Kolkata,no
rekha_pillai804@hotmail.com,Rekha Pillai,5,1866.36,2025-06-04,Chandigarh,yes
ananya.desai805@yahoo.com,Ananya Desai,11,6379.9,2024-11-26,Noida,yes
deepak_bansal806@hotmail.com,Deepak Bansal,3,899.31,2026-01-14,Delhi,yes
nitin_agarwal807@hotmail.com,Nitin Agarwal,0,0.0,2024-11-04,Ahmedabad,yes
snehanaidu808@gmail.com,Sneha Naidu,8,3427.61,2025-10-15,Noida,yes
varun_mukherjee809@hotmail.com,Varun Mukherjee,11,5218.14,2024-10-28,Jaipur,yes
komal_subramanian810@yahoo.com,Komal Subramanian,26,9171.98,2024-08-22,Noida,yes
aartipillai811@rediffmail.com,aarti pillai,18,9994.38,2025-02-09,Surat,yes
megha.malhotra812@gmail.com,Megha Malhotra,1,604.23,2025-03-02,Jaipur,yes
akashpillai814@hotmail.com,Akash P.,0,0.0,2025-02-15,Chandigarh,no
jaya.malhotra815@hotmail.com,Jaya Malhotra,1,627.49,2025-07-25,Noida,yes
rakeshsharma816@outlook.com,Rakesh Sharma,6,3590.37,2025-03-14,Gurugram,yes
saurabh.qureshi819@rediffmail.com,Saurabh Qureshi,10,6610.18,2025-04-09,Chandigarh,yes
asha_patel820@outlook.com,Asha Patel,10,6974.28,2026-02-28,Pune,yes
anil_krishnan821@hotmail.com,Anil Krishnan,9,2915.13,2026-03-08,Bengaluru,no
anjali.bose823@outlook.com,Anjali Bose,2,1161.39,2024-08-25,Gurugram,no
riya_patel824@hotmail.com,Riya Patel,0,0.0,2025-01-16,Mumbai,yes
tanya.verma825@hotmail.com,T. Verma,8,5580.5,2025-03-27,Kolkata,yes
jaya.iyer826@yahoo.com,Jaya Iyer,12,7418.01,2025-01-16,Delhi,yes
pranavnaidu827@hotmail.com,Pranav Naidu,10,4888.29,2024-08-06,Hyderabad,no
madhuri.yadav828@outlook.com,Madhuri Yadav,0,0.0,2026-01-17,Delhi,yes
smitaagarwal830@rediffmail.com,Smita Agarwal,15,8057.17,2024-11-15,Hyderabad,yes
riyapatel831@gmail.com,Riya Patel,0,0.0,2024-10-01,Pune,yes
vikram_banerjee833@gmail.com,Vikram Banerjee,3,1073.58,2025-05-04,Chandigarh,yes
varun.mehta837@gmail.com,Varun Mehta,7,2918.77,2025-10-21,Hyderabad,yes
rohan_sheikh838@hotmail.com,Rohan Sheikh,11,5868.63,2024-12-12,Surat,yes
manishpillai839@outlook.com,Manish Pillai,1,625.99,2025-08-02,Kolkata,no
smitareddy840@yahoo.com,smita reddy,0,0.0,2025-12-21,Bengaluru,no
taurndas841@hotmail.com,Tarun Das,9,4268.82,2024-09-09,Pune,yes
zara_sen844@gmail.com,Zara Sen,16,4552.51,2025-11-27,Gurugram,no
pranavsharma846@yahoo.com,Pranav Sharma,2,1073.88,2025-07-15,Kolkata,yes
vinaynaidu850@yahoo.com,Vinay Naidu,0,0.0,2025-12-22,Pune,yes
vikramrao851@outlook.com,Vikram Rao,7,3697.88,2024-11-04,Indore,yes
ashokchoudhary852@rediffmail.com,Ashok Choudhary,7,5038.19,2024-10-24,Kochi,yes
ananya.pandey853@rediffmail.com,Ananya Pandey,7,4921.36,2025-05-15,Chennai,yes
mohan.bose854@outlook.com,Mohan Bose,10,4453.07,2024-12-25,Chennai,no
saurabh.desai856@yahoo.com,Saurabh Desai,0,0.0,2025-08-03,Kochi,yes
anjali_gupta857@hotmail.com,Anjali Gupta,7,4285.3,2025-04-10,Pune,yes
akashsaxena858@rediffmail.com,akash saxena,11,4847.72,2024-07-27,Chandigarh,yes
taratiwari859@gmail.com,Tara Tiwari,3,996.12,2024-10-25,Bengaluru,no
pranav_khanna862@hotmail.com,Pranav Khanna,4,1325.3,2026-03-05,Kochi,no
karthik.agarwal863@hotmail.com,Karthik Agarwal,1,330.69,2025-11-01,Chandigarh,yes
nitin.sen864@gmail.com,nitin sen,3,2087.35,2025-07-22,Indore,yes
rekhapatel865@rediffmail.com,Rekha Patel,2,1297.1,2024-08-29,Gurugram,no
smita.saxena866@gmail.com,Smita Saxena,12,5733.23,2026-03-09,Kochi,yes
manishpillai869@gmail.com,Manish Pillai,3,1193.65,2026-03-06,Jaipur,yes
komalali871@yahoo.com,Komal Ali,25,14571.3,2025-08-27,Mumbai,yes
ishita_bose872@hotmail.com,Ishita Bose,8,3591.17,2025-11-05,Noida,no
bhavana_agarwal873@hotmail.com,Bhavana Agarwal,16,9389.36,2026-03-16,Pune,yes
rakeshnaidu874@yahoo.com,Rakesh Naidu,3,981.13,2025-03-15,Pune,yes
sandeep.sharma876@outlook.com,Sandeep Sharma,4,1530.88,2025-10-11,Kochi,yes
kunal_bansal878@rediffmail.com,K. Bansal,2,894.11,2025-02-05,Noida,yes
rekhadesai879@gmail.com,R. Desai,7,4053.98,2024-10-31,Ahmedabad,no
sapna.naidu881@hotmail.com,Sapna Naidu,8,2643.87,2025-09-20,Ahmedabad,no
trishamalhotra882@yahoo.com,Trisha Malhotra,0,0.0,2024-06-27,Bengaluru,yes
megha.yadva883@yahoo.com,Megha Yadav,18,8537.01,2025-11-06,Noida,yes
harish.saxena884@gmail.com,Harish S.,0,0.0,2025-06-05,Indore,no
sanjay.chatterjee885@outlook.com,Sanjay Chatterjee,4,2179.83,2025-07-01,Pune,yes
nikhil_bhat887@hotmail.com,Nikhil Bhat,9,4335.97,2024-07-18,Delhi,yes
aarti.shah888@rediffmail.com,Aarti Shah,0,0.0,2025-08-19,Noida,yes
tara.gupta889@outlook.com,Tara Gupta,6,2150.77,2024-09-17,Noida,no
smita.sheikh890@hotmail.com,smita sheikh,0,0.0,2024-06-28,Noida,yes
madhuribansal891@rediffmail.com,Madhuri Bansal,2,1265.15,2025-01-31,Hyderabad,yes
tara_kumar892@yahoo.com,Tara Kumar,3,1241.12,2025-05-01,Jaipur,yes
riya.iyer896@gmail.com,Riya Iyer,16,9293.62,2024-12-06,Chandigarh,yes
deepak_das897@yahoo.com,Deepak Das,2,1390.5,2024-08-07,Indore,no
harishbansal898@outlook.com,Harish B.,15,8324.1,2026-04-15,Gurugram,yes
aarti_malhotra899@gmail.com,Aarti Malhotra,4,2069.65,2025-06-21,Mumbai,yes
ashok.sheikh900@gmail.com,Ashok Sheikh,9,4390.23,2024-12-21,Chandigarh,yes
sonia_sharma901@rediffmail.com,Sonia Sharma,5,3111.17,2025-07-06,Chennai,yes
yash_pillai902@hotmail.com,Yash Pillai,7,2472.25,2025-06-22,Jaipur,yes
ayeshaali903@outlook.com,Ayesha Ali,1,407.91,2025-10-29,Pune,yes
kavya.nair904@gmail.com,Kavya N.,23,12504.76,2024-06-24,Hyderabad,no
ritumishra905@yahoo.com,R. Mishra,0,0.0,2026-02-12,Mumbai,yes
tara_desai906@hotmail.com,Tara Desai,14,5822.54,2024-06-24,Mumbai,yes
soniamishra907@rediffmail.com,Sonia Mishra,0,0.0,2025-12-29,Surat,yes
ananya.ali913@yahoo.com,Ananya Ali,3,1146.46,2024-09-24,Chandigarh,yes
aishwarya_hussain915@yahoo.com,Aishwarya Hussain,17,11927.74,2025-12-11,Indore,no
sushma_singh916@hotmail.com,Sushma Singh,5,3127.9,2024-11-02,Pune,yes
karthik.pillai917@yahoo.com,Karthik Pillai,4,2201.85,2024-11-02,Gurugram,yes
